ts,tx_diff,tx_inflight,timeout_diff,timeout_inflight,retry_tx_max,retry_timeout_max,dlq_tx_exists,dlq_timeout_exists
2026-04-02 18:09:20,0,0,0,0,0,0,0,0
2026-04-02 18:10:17,0,0,0,0,0,0,0,0
2026-04-02 18:11:11,0,0,0,0,0,0,0,0
2026-04-02 18:12:09,0,0,0,0,0,0,0,0
